Variable,Unit,Model,Year,Value
"Global cumulative C
",GtonsCO3,Baseline,2088,1747.24
"Global cumulative C
",GtonsCO3,Baseline,2089,1769.07
"Global cumulative C
",GtonsCO3,Baseline,2090,1790.99
"Global cumulative C
",GtonsCO3,Baseline,2091,1813.0
"Global cumulative C
",GtonsCO3,Baseline,2092,1835.12
"Global cumulative C
",GtonsCO3,Baseline,2093,1857.34
"Global cumulative C
",GtonsCO3,Baseline,2094,1879.65
"Global cumulative C
",GtonsCO3,Baseline,2095,1902.07
"Global cumulative C
",GtonsCO3,Baseline,2096,1924.59
"Global cumulative C
",GtonsCO3,Baseline,2097,1947.2
"Global cumulative C
",GtonsCO3,Baseline,2098,1969.91
"Global cumulative C
",GtonsCO3,Baseline,2099,1992.71
"Global cumulative C
",GtonsCO3,Baseline,2100,2015.61
"Global cumulative CO2
",GtonsCO2,Baseline,1900,110.63
"Global cumulative CO2
",GtonsCO2,Baseline,1901,115.39
"Global cumulative CO2
",GtonsCO2,Baseline,1902,120.23
"Global cumulative CO2
",GtonsCO2,Baseline,1903,125.18
"Global cumulative CO2
",GtonsCO2,Baseline,1904,130.27
"Global cumulative CO2
",GtonsCO2,Baseline,1905,135.44
"Global cumulative CO2
",GtonsCO2,Baseline,1906,140.74
"Global cumulative CO2
",GtonsCO2,Baseline,1907,146.23
"Global cumulative CO2
",GtonsCO2,Baseline,1908,151.87
"Global cumulative CO2
",GtonsCO2,Baseline,1909,157.47
"Global cumulative CO2
",GtonsCO2,Baseline,1910,163.2
"Global cumulative CO2
",GtonsCO2,Baseline,1911,169.02
"Global cumulative CO2
",GtonsCO2,Baseline,1912,174.89
"Global cumulative CO2
",GtonsCO2,Baseline,1913,180.9
"Global cumulative CO2
",GtonsCO2,Baseline,1914,186.92
"Global cumulative CO2
",GtonsCO2,Baseline,1915,192.73
"Global cumulative CO2
",GtonsCO2,Baseline,1916,198.6
"Global cumulative CO2
",GtonsCO2,Baseline,1917,204.65
"Global cumulative CO2
",GtonsCO2,Baseline,1918,210.84
"Global cumulative CO2
",GtonsCO2,Baseline,1919,216.92
"Global cumulative CO2
",GtonsCO2,Baseline,1920,222.93
"Global cumulative CO2
",GtonsCO2,Baseline,1921,229.13
"Global cumulative CO2
",GtonsCO2,Baseline,1922,235.17
"Global cumulative CO2
",GtonsCO2,Baseline,1923,241.47
"Global cumulative CO2
",GtonsCO2,Baseline,1924,248.04
"Global cumulative CO2
",GtonsCO2,Baseline,1925,254.6
"Global cumulative CO2
",GtonsCO2,Baseline,1926,261.16
"Global cumulative CO2
",GtonsCO2,Baseline,1927,267.77
"Global cumulative CO2
",GtonsCO2,Baseline,1928,274.55
"Global cumulative CO2
",GtonsCO2,Baseline,1929,281.41
"Global cumulative CO2
",GtonsCO2,Baseline,1930,288.29
"Global cumulative CO2
",GtonsCO2,Baseline,1931,294.86
"Global cumulative CO2
",GtonsCO2,Baseline,1932,301.11
"Global cumulative CO2
",GtonsCO2,Baseline,1933,307.28
"Global cumulative CO2
",GtonsCO2,Baseline,1934,313.7
"Global cumulative CO2
",GtonsCO2,Baseline,1935,320.39
"Global cumulative CO2
",GtonsCO2,Baseline,1936,327.35
"Global cumulative CO2
",GtonsCO2,Baseline,1937,334.64
"Global cumulative CO2
",GtonsCO2,Baseline,1938,342.01
"Global cumulative CO2
",GtonsCO2,Baseline,1939,349.3
"Global cumulative CO2
",GtonsCO2,Baseline,1940,356.87
"Global cumulative CO2
",GtonsCO2,Baseline,1941,364.69
"Global cumulative CO2
",GtonsCO2,Baseline,1942,372.65
"Global cumulative CO2
",GtonsCO2,Baseline,1943,380.65
"Global cumulative CO2
",GtonsCO2,Baseline,1944,388.64
"Global cumulative CO2
",GtonsCO2,Baseline,1945,396.24
"Global cumulative CO2
",GtonsCO2,Baseline,1946,403.27
"Global cumulative CO2
",GtonsCO2,Baseline,1947,410.45
"Global cumulative CO2
",GtonsCO2,Baseline,1948,417.8
"Global cumulative CO2
",GtonsCO2,Baseline,1949,425.02
"Global cumulative CO2
",GtonsCO2,Baseline,1950,432.18
"Global cumulative CO2
",GtonsCO2,Baseline,1951,439.76
"Global cumulative CO2
",GtonsCO2,Baseline,1952,447.39
"Global cumulative CO2
",GtonsCO2,Baseline,1953,455.02
"Global cumulative CO2
",GtonsCO2,Baseline,1954,462.73
"Global cumulative CO2
",GtonsCO2,Baseline,1955,470.64
"Global cumulative CO2
",GtonsCO2,Baseline,1956,479.0
"Global cumulative CO2
",GtonsCO2,Baseline,1957,487.71
"Global cumulative CO2
",GtonsCO2,Baseline,1958,496.72
"Global cumulative CO2
",GtonsCO2,Baseline,1959,507.15
"Global cumulative CO2
",GtonsCO2,Baseline,1960,519.83
"Global cumulative CO2
",GtonsCO2,Baseline,1961,532.91
"Global cumulative CO2
",GtonsCO2,Baseline,1962,546.21
"Global cumulative CO2
",GtonsCO2,Baseline,1963,559.87
"Global cumulative CO2
",GtonsCO2,Baseline,1964,573.9
"Global cumulative CO2
",GtonsCO2,Baseline,1965,588.24
"Global cumulative CO2
",GtonsCO2,Baseline,1966,602.88
"Global cumulative CO2
",GtonsCO2,Baseline,1967,617.82
"Global cumulative CO2
",GtonsCO2,Baseline,1968,633.22
"Global cumulative CO2
",GtonsCO2,Baseline,1969,649.44
"Global cumulative CO2
",GtonsCO2,Baseline,1970,666.73
"Global cumulative CO2
",GtonsCO2,Baseline,1971,684.99
"Global cumulative CO2
",GtonsCO2,Baseline,1972,703.81
"Global cumulative CO2
",GtonsCO2,Baseline,1973,723.29
"Global cumulative CO2
",GtonsCO2,Baseline,1974,743.19
"Global cumulative CO2
",GtonsCO2,Baseline,1975,762.93
"Global cumulative CO2
",GtonsCO2,Baseline,1976,782.94
"Global cumulative CO2
",GtonsCO2,Baseline,1977,803.63
"Global cumulative CO2
",GtonsCO2,Baseline,1978,824.77
"Global cumulative CO2
",GtonsCO2,Baseline,1979,846.36
"Global cumulative CO2
",GtonsCO2,Baseline,1980,868.11
"Global cumulative CO2
",GtonsCO2,Baseline,1981,889.53
"Global cumulative CO2
",GtonsCO2,Baseline,1982,910.53
"Global cumulative CO2
",GtonsCO2,Baseline,1983,931.56
"Global cumulative CO2
",GtonsCO2,Baseline,1984,953.1
"Global cumulative CO2
",GtonsCO2,Baseline,1985,975.37
"Global cumulative CO2
",GtonsCO2,Baseline,1986,998.3
"Global cumulative CO2
",GtonsCO2,Baseline,1987,1021.86
"Global cumulative CO2
",GtonsCO2,Baseline,1988,1046.31
"Global cumulative CO2
",GtonsCO2,Baseline,1989,1071.45
"Global cumulative CO2
",GtonsCO2,Baseline,1990,1096.99
"Global cumulative CO2
",GtonsCO2,Baseline,1991,1122.88
"Global cumulative CO2
",GtonsCO2,Baseline,1992,1149.26
"Global cumulative CO2
",GtonsCO2,Baseline,1993,1176.12
"Global cumulative CO2
",GtonsCO2,Baseline,1994,1203.35
"Global cumulative CO2
",GtonsCO2,Baseline,1995,1230.92
"Global cumulative CO2
",GtonsCO2,Baseline,1996,1259.06
"Global cumulative CO2
",GtonsCO2,Baseline,1997,1288.32
"Global cumulative CO2
",GtonsCO2,Baseline,1998,1318.0
"Global cumulative CO2
",GtonsCO2,Baseline,1999,1346.5
"Global cumulative CO2
",GtonsCO2,Baseline,2000,1375.37
"Global cumulative CO2
",GtonsCO2,Baseline,2001,1404.57
"Global cumulative CO2
",GtonsCO2,Baseline,2002,1434.18
"Global cumulative CO2
",GtonsCO2,Baseline,2003,1464.68
"Global cumulative CO2
",GtonsCO2,Baseline,2004,1496.32
"Global cumulative CO2
",GtonsCO2,Baseline,2005,1529.16
"Global cumulative CO2
",GtonsCO2,Baseline,2006,1563.07
"Global cumulative CO2
",GtonsCO2,Baseline,2007,1597.81
"Global cumulative CO2
",GtonsCO2,Baseline,2008,1632.88
"Global cumulative CO2
",GtonsCO2,Baseline,2009,1668.51
"Global cumulative CO2
",GtonsCO2,Baseline,2010,1704.62
"Global cumulative CO2
",GtonsCO2,Baseline,2011,1742.02
"Global cumulative CO2
",GtonsCO2,Baseline,2012,1780.32
"Global cumulative CO2
",GtonsCO2,Baseline,2013,1818.91
"Global cumulative CO2
",GtonsCO2,Baseline,2014,1857.6
"Global cumulative CO2
",GtonsCO2,Baseline,2015,1896.92
"Global cumulative CO2
",GtonsCO2,Baseline,2016,1936.83
"Global cumulative CO2
",GtonsCO2,Baseline,2017,1977.6
"Global cumulative CO2
",GtonsCO2,Baseline,2018,2018.46
"Global cumulative CO2
",GtonsCO2,Baseline,2019,2060.17
"Global cumulative CO2
",GtonsCO2,Baseline,2020,2103.72
"Global cumulative CO2
",GtonsCO2,Baseline,2021,2147.75
"Global cumulative CO2
",GtonsCO2,Baseline,2022,2192.5
"Global cumulative CO2
",GtonsCO2,Baseline,2023,2237.76
"Global cumulative CO2
",GtonsCO2,Baseline,2024,2283.55
"Global cumulative CO2
",GtonsCO2,Baseline,2025,2329.85
"Global cumulative CO2
",GtonsCO2,Baseline,2026,2376.73
"Global cumulative CO2
",GtonsCO2,Baseline,2027,2424.24
"Global cumulative CO2
",GtonsCO2,Baseline,2028,2472.41
"Global cumulative CO2
",GtonsCO2,Baseline,2029,2521.21
"Global cumulative CO2
",GtonsCO2,Baseline,2030,2570.66
"Global cumulative CO2
",GtonsCO2,Baseline,2031,2620.68
"Global cumulative CO2
",GtonsCO2,Baseline,2032,2671.19
"Global cumulative CO2
",GtonsCO2,Baseline,2033,2722.17
"Global cumulative CO2
",GtonsCO2,Baseline,2034,2773.62
"Global cumulative CO2
",GtonsCO2,Baseline,2035,2825.54
"Global cumulative CO2
",GtonsCO2,Baseline,2036,2877.94
"Global cumulative CO2
",GtonsCO2,Baseline,2037,2930.8
"Global cumulative CO2
",GtonsCO2,Baseline,2038,2984.12
"Global cumulative CO2
",GtonsCO2,Baseline,2039,3037.9
"Global cumulative CO2
",GtonsCO2,Baseline,2040,3092.14
"Global cumulative CO2
",GtonsCO2,Baseline,2041,3146.97
"Global cumulative CO2
",GtonsCO2,Baseline,2042,3202.62
"Global cumulative CO2
",GtonsCO2,Baseline,2043,3259.1
"Global cumulative CO2
",GtonsCO2,Baseline,2044,3316.4
"Global cumulative CO2
",GtonsCO2,Baseline,2045,3374.51
"Global cumulative CO2
",GtonsCO2,Baseline,2046,3433.43
"Global cumulative CO2
",GtonsCO2,Baseline,2047,3493.16
"Global cumulative CO2
",GtonsCO2,Baseline,2048,3553.7
"Global cumulative CO2
",GtonsCO2,Baseline,2049,3615.03
"Global cumulative CO2
",GtonsCO2,Baseline,2050,3677.15
"Global cumulative CO2
",GtonsCO2,Baseline,2051,3739.95
"Global cumulative CO2
",GtonsCO2,Baseline,2052,3803.24
"Global cumulative CO2
",GtonsCO2,Baseline,2053,3867.0
"Global cumulative CO2
",GtonsCO2,Baseline,2054,3931.24
"Global cumulative CO2
",GtonsCO2,Baseline,2055,3995.94
"Global cumulative CO2
",GtonsCO2,Baseline,2056,4061.11
"Global cumulative CO2
",GtonsCO2,Baseline,2057,4126.74
"Global cumulative CO2
",GtonsCO2,Baseline,2058,4192.82
"Global cumulative CO2
",GtonsCO2,Baseline,2059,4259.36
"Global cumulative CO2
",GtonsCO2,Baseline,2060,4326.33
"Global cumulative CO2
",GtonsCO2,Baseline,2061,4393.77
"Global cumulative CO2
",GtonsCO2,Baseline,2062,4461.71
"Global cumulative CO2
",GtonsCO2,Baseline,2063,4530.14
"Global cumulative CO2
",GtonsCO2,Baseline,2064,4599.06
"Global cumulative CO2
",GtonsCO2,Baseline,2065,4668.46
"Global cumulative CO2
",GtonsCO2,Baseline,2066,4738.34
"Global cumulative CO2
",GtonsCO2,Baseline,2067,4808.7
"Global cumulative CO2
",GtonsCO2,Baseline,2068,4879.51
"Global cumulative CO2
",GtonsCO2,Baseline,2069,4950.8
"Global cumulative CO2
",GtonsCO2,Baseline,2070,5022.53
"Global cumulative CO2
",GtonsCO2,Baseline,2071,5094.75
"Global cumulative CO2
",GtonsCO2,Baseline,2072,5167.49
"Global cumulative CO2
",GtonsCO2,Baseline,2073,5240.75
"Global cumulative CO2
",GtonsCO2,Baseline,2074,5314.53
"Global cumulative CO2
",GtonsCO2,Baseline,2075,5388.82
"Global cumulative CO2
",GtonsCO2,Baseline,2076,5463.61
"Global cumulative CO2
",GtonsCO2,Baseline,2077,5538.89
"Global cumulative CO2
",GtonsCO2,Baseline,2078,5614.67
"Global cumulative CO2
",GtonsCO2,Baseline,2079,5690.94
"Global cumulative CO2
",GtonsCO2,Baseline,2080,5767.69
"Global cumulative CO2
",GtonsCO2,Baseline,2081,5844.88
"Global cumulative CO2
",GtonsCO2,Baseline,2082,5922.42
"Global cumulative CO2
",GtonsCO2,Baseline,2083,6000.31
"Global cumulative CO2
",GtonsCO2,Baseline,2084,6078.56
"Global cumulative CO2
",GtonsCO2,Baseline,2085,6157.14
"Global cumulative CO2
",GtonsCO2,Baseline,2086,6236.07
"Global cumulative CO2
",GtonsCO2,Baseline,2087,6315.33
"Global cumulative CO2
",GtonsCO2,Baseline,2088,6394.91
"Global cumulative CO2
",GtonsCO2,Baseline,2089,6474.81
"Global cumulative CO2
",GtonsCO2,Baseline,2090,6555.04
"Global cumulative CO2
",GtonsCO2,Baseline,2091,6635.6
"Global cumulative CO2
",GtonsCO2,Baseline,2092,6716.54
"Global cumulative CO2
",GtonsCO2,Baseline,2093,6797.85
"Global cumulative CO2
",GtonsCO2,Baseline,2094,6879.54
"Global cumulative CO2
",GtonsCO2,Baseline,2095,6961.58
"Global cumulative CO2
",GtonsCO2,Baseline,2096,7043.99
"Global cumulative CO2
",GtonsCO2,Baseline,2097,7126.76
"Global cumulative CO2
",GtonsCO2,Baseline,2098,7209.87
"Global cumulative CO2
",GtonsCO2,Baseline,2099,7293.33
"Global cumulative CO2
",GtonsCO2,Baseline,2100,7377.13
"Global cumulative CO2
",GtonsCO2,Pathway,1900,110.63
"Global cumulative CO2
",GtonsCO2,Pathway,1901,115.39
"Global cumulative CO2
",GtonsCO2,Pathway,1902,120.23
"Global cumulative CO2
",GtonsCO2,Pathway,1903,125.18
"Global cumulative CO2
",GtonsCO2,Pathway,1904,130.27
"Global cumulative CO2
",GtonsCO2,Pathway,1905,135.44
"Global cumulative CO2
",GtonsCO2,Pathway,1906,140.74
"Global cumulative CO2
",GtonsCO2,Pathway,1907,146.23
"Global cumulative CO2
",GtonsCO2,Pathway,1908,151.87
"Global cumulative CO2
",GtonsCO2,Pathway,1909,157.47
"Global cumulative CO2
",GtonsCO2,Pathway,1910,163.2
"Global cumulative CO2
",GtonsCO2,Pathway,1911,169.02
"Global cumulative CO2
",GtonsCO2,Pathway,1912,174.89
"Global cumulative CO2
",GtonsCO2,Pathway,1913,180.9
"Global cumulative CO2
",GtonsCO2,Pathway,1914,186.92
"Global cumulative CO2
",GtonsCO2,Pathway,1915,192.73
"Global cumulative CO2
",GtonsCO2,Pathway,1916,198.6
"Global cumulative CO2
",GtonsCO2,Pathway,1917,204.65
"Global cumulative CO2
",GtonsCO2,Pathway,1918,210.84
"Global cumulative CO2
",GtonsCO2,Pathway,1919,216.92
"Global cumulative CO2
",GtonsCO2,Pathway,1920,222.93
"Global cumulative CO2
",GtonsCO2,Pathway,1921,229.13
"Global cumulative CO2
",GtonsCO2,Pathway,1922,235.17
"Global cumulative CO2
",GtonsCO2,Pathway,1923,241.47
"Global cumulative CO2
",GtonsCO2,Pathway,1924,248.04
"Global cumulative CO2
",GtonsCO2,Pathway,1925,254.6
"Global cumulative CO2
",GtonsCO2,Pathway,1926,261.16
"Global cumulative CO2
",GtonsCO2,Pathway,1927,267.77
"Global cumulative CO2
",GtonsCO2,Pathway,1928,274.55
"Global cumulative CO2
",GtonsCO2,Pathway,1929,281.41
"Global cumulative CO2
",GtonsCO2,Pathway,1930,288.29
"Global cumulative CO2
",GtonsCO2,Pathway,1931,294.86
"Global cumulative CO2
",GtonsCO2,Pathway,1932,301.11
"Global cumulative CO2
",GtonsCO2,Pathway,1933,307.28
"Global cumulative CO2
",GtonsCO2,Pathway,1934,313.7
"Global cumulative CO2
",GtonsCO2,Pathway,1935,320.39
"Global cumulative CO2
",GtonsCO2,Pathway,1936,327.35
"Global cumulative CO2
",GtonsCO2,Pathway,1937,334.64
"Global cumulative CO2
",GtonsCO2,Pathway,1938,342.01
"Global cumulative CO2
",GtonsCO2,Pathway,1939,349.3
"Global cumulative CO2
",GtonsCO2,Pathway,1940,356.87
"Global cumulative CO2
",GtonsCO2,Pathway,1941,364.69
"Global cumulative CO2
",GtonsCO2,Pathway,1942,372.65
"Global cumulative CO2
",GtonsCO2,Pathway,1943,380.65
"Global cumulative CO2
",GtonsCO2,Pathway,1944,388.64
"Global cumulative CO2
",GtonsCO2,Pathway,1945,396.24
"Global cumulative CO2
",GtonsCO2,Pathway,1946,403.27
"Global cumulative CO2
",GtonsCO2,Pathway,1947,410.45
"Global cumulative CO2
",GtonsCO2,Pathway,1948,417.8
"Global cumulative CO2
",GtonsCO2,Pathway,1949,425.02
"Global cumulative CO2
",GtonsCO2,Pathway,1950,432.18
"Global cumulative CO2
",GtonsCO2,Pathway,1951,439.76
"Global cumulative CO2
",GtonsCO2,Pathway,1952,447.39
"Global cumulative CO2
",GtonsCO2,Pathway,1953,455.02
"Global cumulative CO2
",GtonsCO2,Pathway,1954,462.73
"Global cumulative CO2
",GtonsCO2,Pathway,1955,470.64
"Global cumulative CO2
",GtonsCO2,Pathway,1956,479.0
"Global cumulative CO2
",GtonsCO2,Pathway,1957,487.71
"Global cumulative CO2
",GtonsCO2,Pathway,1958,496.72
"Global cumulative CO2
",GtonsCO2,Pathway,1959,507.15
"Global cumulative CO2
",GtonsCO2,Pathway,1960,519.83
"Global cumulative CO2
",GtonsCO2,Pathway,1961,532.91
"Global cumulative CO2
",GtonsCO2,Pathway,1962,546.21
"Global cumulative CO2
",GtonsCO2,Pathway,1963,559.87
"Global cumulative CO2
",GtonsCO2,Pathway,1964,573.9
"Global cumulative CO2
",GtonsCO2,Pathway,1965,588.24
"Global cumulative CO2
",GtonsCO2,Pathway,1966,602.88
"Global cumulative CO2
",GtonsCO2,Pathway,1967,617.82
"Global cumulative CO2
",GtonsCO2,Pathway,1968,633.22
"Global cumulative CO2
",GtonsCO2,Pathway,1969,649.44
"Global cumulative CO2
",GtonsCO2,Pathway,1970,666.73
"Global cumulative CO2
",GtonsCO2,Pathway,1971,684.99
"Global cumulative CO2
",GtonsCO2,Pathway,1972,703.81
"Global cumulative CO2
",GtonsCO2,Pathway,1973,723.29
"Global cumulative CO2
",GtonsCO2,Pathway,1974,743.19
"Global cumulative CO2
",GtonsCO2,Pathway,1975,762.93
"Global cumulative CO2
",GtonsCO2,Pathway,1976,782.94
"Global cumulative CO2
",GtonsCO2,Pathway,1977,803.63
"Global cumulative CO2
",GtonsCO2,Pathway,1978,824.77
"Global cumulative CO2
",GtonsCO2,Pathway,1979,846.36
"Global cumulative CO2
",GtonsCO2,Pathway,1980,868.11
"Global cumulative CO2
",GtonsCO2,Pathway,1981,889.53
"Global cumulative CO2
",GtonsCO2,Pathway,1982,910.53
"Global cumulative CO2
",GtonsCO2,Pathway,1983,931.56
"Global cumulative CO2
",GtonsCO2,Pathway,1984,953.1
"Global cumulative CO2
",GtonsCO2,Pathway,1985,975.37
"Global cumulative CO2
",GtonsCO2,Pathway,1986,998.3
"Global cumulative CO2
",GtonsCO2,Pathway,1987,1021.86
"Global cumulative CO2
",GtonsCO2,Pathway,1988,1046.31
"Global cumulative CO2
",GtonsCO2,Pathway,1989,1071.45
"Global cumulative CO2
",GtonsCO2,Pathway,1990,1096.99
"Global cumulative CO2
",GtonsCO2,Pathway,1991,1122.88
"Global cumulative CO2
",GtonsCO2,Pathway,1992,1149.26
"Global cumulative CO2
",GtonsCO2,Pathway,1993,1176.12
"Global cumulative CO2
",GtonsCO2,Pathway,1994,1203.35
"Global cumulative CO2
",GtonsCO2,Pathway,1995,1230.92
"Global cumulative CO2
",GtonsCO2,Pathway,1996,1259.06
"Global cumulative CO2
",GtonsCO2,Pathway,1997,1288.32
"Global cumulative CO2
",GtonsCO2,Pathway,1998,1318.0
"Global cumulative CO2
",GtonsCO2,Pathway,1999,1346.5
"Global cumulative CO2
",GtonsCO2,Pathway,2000,1375.37
"Global cumulative CO2
",GtonsCO2,Pathway,2001,1404.57
"Global cumulative CO2
",GtonsCO2,Pathway,2002,1434.18
"Global cumulative CO2
",GtonsCO2,Pathway,2003,1464.68
"Global cumulative CO2
",GtonsCO2,Pathway,2004,1496.32
"Global cumulative CO2
",GtonsCO2,Pathway,2005,1529.16
"Global cumulative CO2
",GtonsCO2,Pathway,2006,1563.07
"Global cumulative CO2
",GtonsCO2,Pathway,2007,1597.81
"Global cumulative CO2
",GtonsCO2,Pathway,2008,1632.88
"Global cumulative CO2
",GtonsCO2,Pathway,2009,1668.51
"Global cumulative CO2
",GtonsCO2,Pathway,2010,1704.62
"Global cumulative CO2
",GtonsCO2,Pathway,2011,1742.02
"Global cumulative CO2
",GtonsCO2,Pathway,2012,1780.32
"Global cumulative CO2
",GtonsCO2,Pathway,2013,1818.91
"Global cumulative CO2
",GtonsCO2,Pathway,2014,1857.6
"Global cumulative CO2
",GtonsCO2,Pathway,2015,1896.92
"Global cumulative CO2
",GtonsCO2,Pathway,2016,1936.83
"Global cumulative CO2
",GtonsCO2,Pathway,2017,1977.6
"Global cumulative CO2
",GtonsCO2,Pathway,2018,2018.46
"Global cumulative CO2
",GtonsCO2,Pathway,2019,2060.17
"Global cumulative CO2
",GtonsCO2,Pathway,2020,2101.31
"Global cumulative CO2
",GtonsCO2,Pathway,2021,2141.63
"Global cumulative CO2
",GtonsCO2,Pathway,2022,2181.25
"Global cumulative CO2
",GtonsCO2,Pathway,2023,2219.57
"Global cumulative CO2
",GtonsCO2,Pathway,2024,2255.7
"Global cumulative CO2
",GtonsCO2,Pathway,2025,2289.78
"Global cumulative CO2
",GtonsCO2,Pathway,2026,2321.87
"Global cumulative CO2
",GtonsCO2,Pathway,2027,2352.06
"Global cumulative CO2
",GtonsCO2,Pathway,2028,2380.4
"Global cumulative CO2
",GtonsCO2,Pathway,2029,2406.88
"Global cumulative CO2
",GtonsCO2,Pathway,2030,2431.5
"Global cumulative CO2
",GtonsCO2,Pathway,2031,2454.42
"Global cumulative CO2
",GtonsCO2,Pathway,2032,2475.94
"Global cumulative CO2
",GtonsCO2,Pathway,2033,2496.0
"Global cumulative CO2
",GtonsCO2,Pathway,2034,2514.56
"Global cumulative CO2
",GtonsCO2,Pathway,2035,2531.58
"Global cumulative CO2
",GtonsCO2,Pathway,2036,2547.02
"Global cumulative CO2
",GtonsCO2,Pathway,2037,2560.88
"Global cumulative CO2
",GtonsCO2,Pathway,2038,2573.16
"Global cumulative CO2
",GtonsCO2,Pathway,2039,2583.85
"Global cumulative CO2
",GtonsCO2,Pathway,2040,2592.96
"Global cumulative CO2
",GtonsCO2,Pathway,2041,2600.64
"Global cumulative CO2
",GtonsCO2,Pathway,2042,2607.12
"Global cumulative CO2
",GtonsCO2,Pathway,2043,2612.42
"Global cumulative CO2
",GtonsCO2,Pathway,2044,2616.56
"Global cumulative CO2
",GtonsCO2,Pathway,2045,2619.58
"Global cumulative CO2
",GtonsCO2,Pathway,2046,2621.5
"Global cumulative CO2
",GtonsCO2,Pathway,2047,2622.33
"Global cumulative CO2
",GtonsCO2,Pathway,2048,2622.1
"Global cumulative CO2
",GtonsCO2,Pathway,2049,2620.79
"Global cumulative CO2
",GtonsCO2,Pathway,2050,2618.43
"Global cumulative CO2
",GtonsCO2,Pathway,2051,2615.09
"Global cumulative CO2
",GtonsCO2,Pathway,2052,2610.92
"Global cumulative CO2
",GtonsCO2,Pathway,2053,2605.93
"Global cumulative CO2
",GtonsCO2,Pathway,2054,2600.12
"Global cumulative CO2
",GtonsCO2,Pathway,2055,2593.51
"Global cumulative CO2
",GtonsCO2,Pathway,2056,2586.09
"Global cumulative CO2
",GtonsCO2,Pathway,2057,2577.89
"Global cumulative CO2
",GtonsCO2,Pathway,2058,2568.88
"Global cumulative CO2
",GtonsCO2,Pathway,2059,2559.08
"Global cumulative CO2
",GtonsCO2,Pathway,2060,2548.49
"Global cumulative CO2
",GtonsCO2,Pathway,2061,2537.09
"Global cumulative CO2
",GtonsCO2,Pathway,2062,2524.9
"Global cumulative CO2
",GtonsCO2,Pathway,2063,2511.91
"Global cumulative CO2
",GtonsCO2,Pathway,2064,2498.12
"Global cumulative CO2
",GtonsCO2,Pathway,2065,2483.52
"Global cumulative CO2
",GtonsCO2,Pathway,2066,2468.12
"Global cumulative CO2
",GtonsCO2,Pathway,2067,2451.9
"Global cumulative CO2
",GtonsCO2,Pathway,2068,2434.88
"Global cumulative CO2
",GtonsCO2,Pathway,2069,2417.04
"Global cumulative CO2
",GtonsCO2,Pathway,2070,2398.38
"Global cumulative CO2
",GtonsCO2,Pathway,2071,2378.97
"Global cumulative CO2
",GtonsCO2,Pathway,2072,2358.89
"Global cumulative CO2
",GtonsCO2,Pathway,2073,2338.15
"Global cumulative CO2
",GtonsCO2,Pathway,2074,2316.73
"Global cumulative CO2
",GtonsCO2,Pathway,2075,2294.64
"Global cumulative CO2
",GtonsCO2,Pathway,2076,2271.88
"Global cumulative CO2
",GtonsCO2,Pathway,2077,2248.45
"Global cumulative CO2
",GtonsCO2,Pathway,2078,2224.35
"Global cumulative CO2
",GtonsCO2,Pathway,2079,2199.58
"Global cumulative CO2
",GtonsCO2,Pathway,2080,2174.15
"Global cumulative CO2
",GtonsCO2,Pathway,2081,2148.14
"Global cumulative CO2
",GtonsCO2,Pathway,2082,2121.73
"Global cumulative CO2
",GtonsCO2,Pathway,2083,2094.9
"Global cumulative CO2
",GtonsCO2,Pathway,2084,2067.66
"Global cumulative CO2
",GtonsCO2,Pathway,2085,2040.02
"Global cumulative CO2
",GtonsCO2,Pathway,2086,2011.97
"Global cumulative CO2
",GtonsCO2,Pathway,2087,1983.52
"Global cumulative CO2
",GtonsCO2,Pathway,2088,1954.66
"Global cumulative CO2
",GtonsCO2,Pathway,2089,1925.41
"Global cumulative CO2
",GtonsCO2,Pathway,2090,1895.77
"Global cumulative CO2
",GtonsCO2,Pathway,2091,1865.8
"Global cumulative CO2
",GtonsCO2,Pathway,2092,1835.56
"Global cumulative CO2
",GtonsCO2,Pathway,2093,1805.08
"Global cumulative CO2
",GtonsCO2,Pathway,2094,1774.35
"Global cumulative CO2
",GtonsCO2,Pathway,2095,1743.37
"Global cumulative CO2
",GtonsCO2,Pathway,2096,1712.15
"Global cumulative CO2
",GtonsCO2,Pathway,2097,1680.68
"Global cumulative CO2
",GtonsCO2,Pathway,2098,1648.97
"Global cumulative CO2
",GtonsCO2,Pathway,2099,1617.01
"Global cumulative CO2
",GtonsCO2,Pathway,2100,1584.82
Sea Level Rise from 2000,mm,Pathway,1900,
Sea Level Rise from 2000,mm,Pathway,1901,
Sea Level Rise from 2000,mm,Pathway,1902,
Sea Level Rise from 2000,mm,Pathway,1903,
Sea Level Rise from 2000,mm,Pathway,1904,
Sea Level Rise from 2000,mm,Pathway,1905,
Sea Level Rise from 2000,mm,Pathway,1906,
Sea Level Rise from 2000,mm,Pathway,1907,
Sea Level Rise from 2000,mm,Pathway,1908,
Sea Level Rise from 2000,mm,Pathway,1909,
Sea Level Rise from 2000,mm,Pathway,1910,
Sea Level Rise from 2000,mm,Pathway,1911,
Sea Level Rise from 2000,mm,Pathway,1912,
Sea Level Rise from 2000,mm,Pathway,1913,
Sea Level Rise from 2000,mm,Pathway,1914,
Sea Level Rise from 2000,mm,Pathway,1915,
Sea Level Rise from 2000,mm,Pathway,1916,
Sea Level Rise from 2000,mm,Pathway,1917,
Sea Level Rise from 2000,mm,Pathway,1918,
