iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
CIV,Biochar,Max extent,PD22,Pathway,SSA-L,Cote d'Ivoire,Mha,6.6044,100,NA,NA,NA,NA
COL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Colombia,tCO2e/ha/yr,1.3077,30,0.0000,70,NA,NA
SEN,Agroforestry,Max extent,PD22,Pathway,SSA-L,Senegal,Mha,6.5856,100,NA,NA,NA,NA
COM,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Comoros,tCO2e/ha/yr,1.5719,30,0.0000,70,NA,NA
DEU,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EU15,Germany,MtCO2e,6.5200,100,NA,NA,NA,NA
CRI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Costa Rica,tCO2e/ha/yr,0.9738,30,0.0000,70,NA,NA
BFA,Optimal Intensity,Max extent,PD22,Pathway,SSA-L,Burkina Faso,Mha,6.4945,100,NA,NA,NA,NA
CIV,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cote d'Ivoire,tCO2e/ha/yr,1.8545,30,0.0000,70,NA,NA
ESP,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EU27,Spain,MtCO2e,6.4500,100,NA,NA,NA,NA
HRV,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EEU,Croatia,tCO2e/ha/yr,1.2615,30,0.0000,70,NA,NA
TUN,Agroforestry,Max extent,PD22,Pathway,TUR,Tunisia,Mha,6.3515,100,NA,NA,NA,NA
CUB,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Cuba,tCO2e/ha/yr,1.7271,30,0.0000,70,NA,NA
VNM,Cropland Soil Health,Max extent,PD22,Pathway,OAS-CPA,Vietnam,Mha,6.3186,100,NA,NA,NA,NA
CYP,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-H,Cyprus,tCO2e/ha/yr,0.2531,30,0.0000,70,NA,NA
ETH,Natural Regeneration,Max extent,PD22,Pathway,SSA-L,Ethiopia,Mha,6.2292,100,NA,NA,NA,NA
CZE,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-H,Czech Republic,tCO2e/ha/yr,0.5363,30,0.0000,70,NA,NA
KHM,Agroforestry,Max extent,PD22,Pathway,OAS-CPA,Cambodia,Mha,6.1534,100,NA,NA,NA,NA
PRK,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-L,Democratic People's Republic of Korea (North Korea),tCO2e/ha/yr,2.0100,30,0.0000,70,NA,NA
AFG,Cropland Soil Health,Max extent,PD22,Pathway,PAK,Afghanistan,Mha,6.0996,100,NA,NA,NA,NA
COD,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Democratic Republic of the Congo (DRC),tCO2e/ha/yr,1.4732,30,0.0000,70,NA,NA
MLI,Biochar,Max extent,PD22,Pathway,SSA-L,Mali,Mha,6.0805,100,NA,NA,NA,NA
DNK,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Denmark (except Greenland),tCO2e/ha/yr,1.8711,30,0.0000,70,NA,NA
CIV,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Cote d'Ivoire,Mha,6.0229,100,NA,NA,NA,NA
DJI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Djibouti,tCO2e/ha/yr,0.2531,30,0.0000,70,NA,NA
ARG,Natural Regeneration,Max extent,PD22,Pathway,LAM-M,Argentina,Mha,5.9948,100,NA,NA,NA,NA
DOM,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Dominican Republic,tCO2e/ha/yr,1.5414,30,0.0000,70,NA,NA
VEN,Natural Regeneration,Max extent,PD22,Pathway,LAM-M,Venezuela,Mha,5.9935,100,NA,NA,NA,NA
ECU,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Ecuador,tCO2e/ha/yr,1.4795,30,0.0000,70,NA,NA
ESP,Biochar,Max extent,PD22,Pathway,EU20,Spain,Mha,5.9911,100,NA,NA,NA,NA
EGY,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,NAF,Egypt,tCO2e/ha/yr,0.3618,30,0.0000,70,NA,NA
UGA,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Uganda,Mha,5.9572,100,NA,NA,NA,NA
SLV,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,El Salvador,tCO2e/ha/yr,1.6322,30,0.0000,70,NA,NA
HUN,Cropland Soil Health,Max extent,PD22,Pathway,EU12-H,Hungary,Mha,5.9565,100,NA,NA,NA,NA
GNQ,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-M,Equatorial Guinea,tCO2e/ha/yr,1.2621,30,0.0000,70,NA,NA
ZMB,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Zambia,Mha,5.8950,100,NA,NA,NA,NA
ERI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Eritrea,tCO2e/ha/yr,0.3711,30,0.0000,70,NA,NA
FRA,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EU15,France (except French Guiana),MtCO2e,5.8300,100,NA,NA,NA,NA
EST,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-H,Estonia,tCO2e/ha/yr,2.6967,30,0.0000,70,NA,NA
PHL,Cropland Soil Health,Max extent,PD22,Pathway,OAS-L,Philippines,Mha,5.7771,100,NA,NA,NA,NA
ETH,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Ethiopia,tCO2e/ha/yr,0.8723,30,0.0000,70,NA,NA
BGR,Agroforestry,Max extent,PD22,Pathway,EU12-M,Bulgaria,Mha,5.7672,100,NA,NA,NA,NA
FLK,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,NA,Falkland Islands,tCO2e/ha/yr,3.4160,30,0.0000,70,NA,NA
VNM,Natural Regeneration,Max extent,PD22,Pathway,OAS-CPA,Vietnam,Mha,5.7113,100,NA,NA,NA,NA
FRO,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,NA,Faroe Islands,tCO2e/ha/yr,1.4717,30,0.0000,70,NA,NA
AZE,Agroforestry,Max extent,PD22,Pathway,CAS,Azerbaijan,Mha,5.6745,100,NA,NA,NA,NA
FJI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-L,Fiji,tCO2e/ha/yr,0.6044,30,0.0000,70,NA,NA
URY,Optimal Intensity,Max extent,PD22,Pathway,LAM-M,Uruguay,Mha,5.6486,100,NA,NA,NA,NA
FIN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Finland,tCO2e/ha/yr,2.1899,30,0.0000,70,NA,NA
BGD,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,OAS-L,Bangladesh,MtCO2e,5.6300,100,NA,NA,NA,NA
FRA,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,France (except French Guiana),tCO2e/ha/yr,0.4777,30,0.0000,70,NA,NA
MYS,Biochar,Max extent,PD22,Pathway,OAS-M,Malaysia,Mha,5.5815,100,NA,NA,NA,NA
GUF,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,French Guiana (France),tCO2e/ha/yr,0.5621,30,0.0000,70,NA,NA
PRY,Natural Regeneration,Max extent,PD22,Pathway,LAM-M,Paraguay,Mha,5.5317,100,NA,NA,NA,NA
PYF,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-M,French Polynesia,tCO2e/ha/yr,1.6486,30,0.0000,70,NA,NA
LAO,Optimal Intensity,Max extent,PD22,Pathway,OAS-CPA,Laos,Mha,5.5091,100,NA,NA,NA,NA
GAB,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-M,Gabon,tCO2e/ha/yr,1.4356,30,0.0000,70,NA,NA
UGA,Agroforestry,Max extent,PD22,Pathway,SSA-L,Uganda,Mha,5.5005,100,NA,NA,NA,NA
GMB,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,"Gambia, The",tCO2e/ha/yr,0.8563,30,0.0000,70,NA,NA
PRY,Biochar,Max extent,PD22,Pathway,LAM-M,Paraguay,Mha,5.4956,100,NA,NA,NA,NA
GEO,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,CAS,Georgia,tCO2e/ha/yr,0.9787,30,0.0000,70,NA,NA
CAN,Natural Regeneration,Max extent,PD22,Pathway,CAN,Canada,Mha,5.4421,100,NA,NA,NA,NA
DEU,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Germany,tCO2e/ha/yr,0.8027,30,0.0000,70,NA,NA
BGR,Cropland Soil Health,Max extent,PD22,Pathway,EU12-M,Bulgaria,Mha,5.4063,100,NA,NA,NA,NA
GHA,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Ghana,tCO2e/ha/yr,1.7169,30,0.0000,70,NA,NA
ESP,Optimal Intensity,Max extent,PD22,Pathway,EU28,Spain,Mha,5.3762,100,NA,NA,NA,NA
GRC,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Greece,tCO2e/ha/yr,0.2735,30,0.0000,70,NA,NA
CIV,Natural Regeneration,Max extent,PD22,Pathway,SSA-L,Cote d'Ivoire,Mha,5.2598,100,NA,NA,NA,NA
GRL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Greenland (Denmark),tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
SOM,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Somalia,Mha,5.2592,100,NA,NA,NA,NA
GLP,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Guadeloupe,tCO2e/ha/yr,0.6658,30,0.0000,70,NA,NA
SAU,Agroforestry,Max extent,PD22,Pathway,MEA-H,Saudi Arabia,Mha,5.2571,100,NA,NA,NA,NA
GTM,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-L,Guatemala,tCO2e/ha/yr,0.7042,30,0.0000,70,NA,NA
POL,Biochar,Max extent,PD22,Pathway,EU12-H,Poland,Mha,5.2166,100,NA,NA,NA,NA
GIN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Guinea,tCO2e/ha/yr,1.1585,30,0.0000,70,NA,NA
CAN,Avoided Peat Impacts,Max extent,PD22,Pathway,CAN,Canada,Mha,5.2076,100,NA,NA,NA,NA
GNB,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Guinea-Bissau,tCO2e/ha/yr,1.7918,30,0.0000,70,NA,NA
MNG,Cropland Soil Health,Max extent,PD22,Pathway,OAS-CPA,Mongolia,Mha,5.1428,100,NA,NA,NA,NA
GUY,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Guyana,tCO2e/ha/yr,0.6209,30,0.0000,70,NA,NA
COL,Natural Regeneration,Max extent,PD22,Pathway,LAM-M,Colombia,Mha,5.1284,100,NA,NA,NA,NA
HTI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-L,Haiti,tCO2e/ha/yr,1.2224,30,0.0000,70,NA,NA
SYR,Cropland Soil Health,Max extent,PD22,Pathway,MEA-M,Syria,Mha,5.0974,100,NA,NA,NA,NA
HND,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-L,Honduras,tCO2e/ha/yr,1.2184,30,0.0000,70,NA,NA
SEN,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Senegal,Mha,5.0273,100,NA,NA,NA,NA
HUN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-H,Hungary,tCO2e/ha/yr,0.2425,30,0.0000,70,NA,NA
GHA,Biochar,Max extent,PD22,Pathway,SSA-L,Ghana,Mha,5.0243,100,NA,NA,NA,NA
ISL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EFTA,Iceland,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
IRL,Agroforestry,Max extent,PD22,Pathway,EU15,Ireland,Mha,5.0034,100,NA,NA,NA,NA
IND,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,IND,India,tCO2e/ha/yr,0.9040,30,0.0000,70,NA,NA
KGZ,Optimal Intensity,Max extent,PD22,Pathway,CAS,Kyrgyzstan,Mha,4.9796,100,NA,NA,NA,NA
IDN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,IDN,Indonesia,tCO2e/ha/yr,0.4888,30,0.0000,70,NA,NA
AGO,Biochar,Max extent,PD22,Pathway,SSA-M,Angola,Mha,4.9712,100,NA,NA,NA,NA
IRN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-M,Iran,tCO2e/ha/yr,0.2558,30,0.0000,70,NA,NA
MWI,Agroforestry,Max extent,PD22,Pathway,SSA-L,Malawi,Mha,4.9659,100,NA,NA,NA,NA
IRQ,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-M,Iraq,tCO2e/ha/yr,0.2442,30,0.0000,70,NA,NA
EGY,Agroforestry,Max extent,PD22,Pathway,NAF,Egypt,Mha,4.9560,100,NA,NA,NA,NA
IRL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Ireland,tCO2e/ha/yr,2.5970,30,0.0000,70,NA,NA
BFA,Biochar,Max extent,PD22,Pathway,SSA-L,Burkina Faso,Mha,4.9530,100,NA,NA,NA,NA
ISR,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-H,Israel,tCO2e/ha/yr,0.2509,30,0.0000,70,NA,NA
IDN,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,IDN,Indonesia,MtCO2e,4.9300,100,NA,NA,NA,NA
ITA,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Italy,tCO2e/ha/yr,0.4424,30,0.0000,70,NA,NA
POL,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EU12-H,Poland,MtCO2e,4.9100,100,NA,NA,NA,NA
JAM,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Jamaica,tCO2e/ha/yr,1.2661,30,0.0000,70,NA,NA
PHL,Agroforestry,Max extent,PD22,Pathway,OAS-L,Philippines,Mha,4.8800,100,NA,NA,NA,NA
JPN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,JPN,Japan,tCO2e/ha/yr,2.7399,30,0.0000,70,NA,NA
PRT,Agroforestry,Max extent,PD22,Pathway,EU15,Portugal,Mha,4.8503,100,NA,NA,NA,NA
JOR,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-M,Jordan,tCO2e/ha/yr,0.2524,30,0.0000,70,NA,NA
BGD,Cropland Soil Health,Max extent,PD22,Pathway,OAS-L,Bangladesh,Mha,4.8356,100,NA,NA,NA,NA
KAZ,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,CAS,Kazakhstan,tCO2e/ha/yr,0.4091,30,0.0000,70,NA,NA
COD,Agroforestry,Max extent,PD22,Pathway,SSA-L,Democratic Republic of the Congo (DRC),Mha,4.8255,100,NA,NA,NA,NA
KEN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Kenya,tCO2e/ha/yr,0.5748,30,0.0000,70,NA,NA
BLR,Natural Regeneration,Max extent,PD22,Pathway,EEU-FSU,Belarus,Mha,4.8043,100,NA,NA,NA,NA
KWT,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-H,Kuwait,tCO2e/ha/yr,0.2514,30,0.0000,70,NA,NA
FIN,Peat Restoration,Max extent,PD22,Pathway,EU15,Finland,Mha,4.7568,100,NA,NA,NA,NA
KGZ,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,CAS,Kyrgyzstan,tCO2e/ha/yr,0.5304,30,0.0000,70,NA,NA
GRC,Agroforestry,Max extent,PD22,Pathway,EU15,Greece,Mha,4.7540,100,NA,NA,NA,NA
LAO,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Laos,tCO2e/ha/yr,1.0044,30,0.0000,70,NA,NA
GRC,Cropland Soil Health,Max extent,PD22,Pathway,EU15,Greece,Mha,4.7435,100,NA,NA,NA,NA
LVA,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-M,Latvia,tCO2e/ha/yr,2.7610,30,0.0000,70,NA,NA
GRC,Natural Regeneration,Max extent,PD22,Pathway,EU15,Greece,Mha,4.7155,100,NA,NA,NA,NA
LBN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-M,Lebanon,tCO2e/ha/yr,0.2396,30,0.0000,70,NA,NA
GBR,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EU15,United Kingdom,MtCO2e,4.7100,100,NA,NA,NA,NA
LSO,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Lesotho,tCO2e/ha/yr,0.2229,30,0.0000,70,NA,NA
EGY,Cropland Soil Health,Max extent,PD22,Pathway,NAF,Egypt,Mha,4.7019,100,NA,NA,NA,NA
LBR,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Liberia,tCO2e/ha/yr,0.6276,30,0.0000,70,NA,NA
MOZ,Biochar,Max extent,PD22,Pathway,SSA-L,Mozambique,Mha,4.6084,100,NA,NA,NA,NA
LBY,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,NAF,Libya,tCO2e/ha/yr,0.2508,30,0.0000,70,NA,NA
CMR,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Cameroon,Mha,4.5994,100,NA,NA,NA,NA
LTU,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-M,Lithuania,tCO2e/ha/yr,2.3335,30,0.0000,70,NA,NA
GHA,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Ghana,Mha,4.5893,100,NA,NA,NA,NA
LUX,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Luxembourg,tCO2e/ha/yr,1.8495,30,0.0000,70,NA,NA
TUN,Cropland Soil Health,Max extent,PD22,Pathway,TUR,Tunisia,Mha,4.5784,100,NA,NA,NA,NA
MKD,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2e/ha/yr,0.2597,30,0.0000,70,NA,NA
CUB,Agroforestry,Max extent,PD22,Pathway,LAM-M,Cuba,Mha,4.5463,100,NA,NA,NA,NA
MDG,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Madagascar,tCO2e/ha/yr,0.9903,30,0.0000,70,NA,NA
EGY,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,NAF,Egypt,MtCO2e,4.5200,100,NA,NA,NA,NA
MWI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Malawi,tCO2e/ha/yr,0.5502,30,0.0000,70,NA,NA
CZE,Agroforestry,Max extent,PD22,Pathway,EU12-H,Czech Republic,Mha,4.4608,100,NA,NA,NA,NA
MYS,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-M,Malaysia,tCO2e/ha/yr,0.3616,30,0.0000,70,NA,NA
CMR,Agroforestry,Max extent,PD22,Pathway,SSA-L,Cameroon,Mha,4.4413,100,NA,NA,NA,NA
MLI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mali,tCO2e/ha/yr,0.3625,30,0.0000,70,NA,NA
PHL,Improved Rice,Max extent,PD22,Pathway,OAS-L,Philippines,Mha,4.4342,100,NA,NA,NA,NA
MTQ,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Martinique,tCO2e/ha/yr,0.6616,30,0.0000,70,NA,NA
DEU,Optimal Intensity,Max extent,PD22,Pathway,EU15,Germany,Mha,4.4292,100,NA,NA,NA,NA
MRT,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mauritania,tCO2e/ha/yr,0.2194,30,0.0000,70,NA,NA
ZAF,Biochar,Max extent,PD22,Pathway,SAF,South Africa,Mha,4.3737,100,NA,NA,NA,NA
MUS,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-M,Mauritius,tCO2e/ha/yr,1.4880,30,0.0000,70,NA,NA
TKM,Cropland Soil Health,Max extent,PD22,Pathway,CAS,Turkmenistan,Mha,4.3362,100,NA,NA,NA,NA
MEX,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEX,Mexico,tCO2e/ha/yr,0.5827,30,0.0000,70,NA,NA
MAR,Biochar,Max extent,PD22,Pathway,NAF,Morocco,Mha,4.2946,100,NA,NA,NA,NA
MDA,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EEU-FSA,Moldova,tCO2e/ha/yr,0.2347,30,0.0000,70,NA,NA
SRB,Agroforestry,Max extent,PD22,Pathway,EEU,Serbia,Mha,4.2785,100,NA,NA,NA,NA
MNG,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Mongolia,tCO2e/ha/yr,0.5473,30,0.0000,70,NA,NA
VNM,Optimal Intensity,Max extent,PD22,Pathway,OAS-CPA,Vietnam,Mha,4.2457,100,NA,NA,NA,NA
MNE,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EEU,Montenegro,tCO2e/ha/yr,2.1634,30,0.0000,70,NA,NA
AGO,Cropland Soil Health,Max extent,PD22,Pathway,SSA-M,Angola,Mha,4.2340,100,NA,NA,NA,NA
MAR,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,NAF,Morocco,tCO2e/ha/yr,0.2452,30,0.0000,70,NA,NA
SRB,Cropland Soil Health,Max extent,PD22,Pathway,EEU,Serbia,Mha,4.1527,100,NA,NA,NA,NA
MOZ,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mozambique,tCO2e/ha/yr,0.6597,30,0.0000,70,NA,NA
CMR,Biochar,Max extent,PD22,Pathway,SSA-L,Cameroon,Mha,4.1346,100,NA,NA,NA,NA
MMR,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-L,Myanmar,tCO2e/ha/yr,0.8419,30,0.0000,70,NA,NA
AZE,Cropland Soil Health,Max extent,PD22,Pathway,CAS,Azerbaijan,Mha,4.0705,100,NA,NA,NA,NA
NAM,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-M,Namibia,tCO2e/ha/yr,0.4945,30,0.0000,70,NA,NA
KEN,Biochar,Max extent,PD22,Pathway,SSA-L,Kenya,Mha,4.0394,100,NA,NA,NA,NA
NPL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-L,Nepal,tCO2e/ha/yr,2.4088,30,0.0000,70,NA,NA
COL,Cropland Soil Health,Max extent,PD22,Pathway,LAM-M,Colombia,Mha,3.9979,100,NA,NA,NA,NA
NLD,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Netherlands,tCO2e/ha/yr,1.8030,30,0.0000,70,NA,NA
JPN,Natural Regeneration,Max extent,PD22,Pathway,JPN,Japan,Mha,3.9805,100,NA,NA,NA,NA
NCL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-M,New Caledonia,tCO2e/ha/yr,1.8725,30,0.0000,70,NA,NA
ITA,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EU15,Italy,MtCO2e,3.9800,100,NA,NA,NA,NA
NZL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,ANUZ,New Zealand,tCO2e/ha/yr,1.1968,30,0.0000,70,NA,NA
MEX,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,MEX,Mexico,MtCO2e,3.9500,100,NA,NA,NA,NA
NIC,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-L,Nicaragua,tCO2e/ha/yr,1.1089,30,0.0000,70,NA,NA
MWI,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Malawi,Mha,3.9359,100,NA,NA,NA,NA
NER,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Niger,tCO2e/ha/yr,0.2163,30,0.0000,70,NA,NA
UGA,Biochar,Max extent,PD22,Pathway,SSA-L,Uganda,Mha,3.8956,100,NA,NA,NA,NA
NGA,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,SSA-L,Nigeria,tCO2e/ha/yr,0.5202,30,0.0000,70,NA,NA
JPN,Cropland Soil Health,Max extent,PD22,Pathway,JPN,Japan,Mha,3.8381,100,NA,NA,NA,NA
NOR,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EFTA,Norway,tCO2e/ha/yr,1.7919,30,0.0000,70,NA,NA
LTU,Agroforestry,Max extent,PD22,Pathway,EU12-M,Lithuania,Mha,3.8247,100,NA,NA,NA,NA
OMN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,MEA-H,Oman,tCO2e/ha/yr,0.2530,30,0.0000,70,NA,NA
JPN,Agroforestry,Max extent,PD22,Pathway,JPN,Japan,Mha,3.8089,100,NA,NA,NA,NA
PAK,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,PAK,Pakistan,tCO2e/ha/yr,0.4149,30,0.0000,70,NA,NA
NGA,Natural Regeneration,Max extent,PD22,Pathway,SSA-L,Nigeria,Mha,3.8042,100,NA,NA,NA,NA
PAN,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Panama,tCO2e/ha/yr,1.0584,30,0.0000,70,NA,NA
NGA,Improved Rice,Max extent,PD22,Pathway,SSA-L,Nigeria,Mha,3.7674,100,NA,NA,NA,NA
PNG,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-L,Papua New Guinea,tCO2e/ha/yr,0.8192,30,0.0000,70,NA,NA
KGZ,Cropland Soil Health,Max extent,PD22,Pathway,CAS,Kyrgyzstan,Mha,3.7454,100,NA,NA,NA,NA
PRY,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Paraguay,tCO2e/ha/yr,1.0740,30,0.0000,70,NA,NA
GBR,Cropland Soil Health,Max extent,PD22,Pathway,EU15,United Kingdom,Mha,3.7323,100,NA,NA,NA,NA
PER,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,LAM-M,Peru,tCO2e/ha/yr,0.4870,30,0.0000,70,NA,NA
TCD,Biochar,Max extent,PD22,Pathway,SSA-L,Chad,Mha,3.7234,100,NA,NA,NA,NA
PHL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,OAS-L,Philippines,tCO2e/ha/yr,0.5298,30,0.0000,70,NA,NA
GIN,Biochar,Max extent,PD22,Pathway,SSA-L,Guinea,Mha,3.7070,100,NA,NA,NA,NA
POL,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU12-H,Poland,tCO2e/ha/yr,0.4504,30,0.0000,70,NA,NA
GBR,Biochar,Max extent,PD22,Pathway,EU15,United Kingdom,Mha,3.6630,100,NA,NA,NA,NA
PRT,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,EU15,Portugal,tCO2e/ha/yr,0.2882,30,0.0000,70,NA,NA
THA,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,OAS-M,Thailand,MtCO2e,3.6300,100,NA,NA,NA,NA
PRI,Cropland Soil Health,Avg mitigation potential flux,PD22,Pathway,USA,Puerto Rico,tCO2e/ha/yr,0.6403,30,0.0000,70,NA,NA
TKM,Optimal Intensity,Max extent,PD22,Pathway,CAS,Turkmenistan,Mha,3.5711,100,NA,NA,NA,NA
